person_id,page_number,occupation,entry_type,occupation_norm_proposed,age,sex,family_status_norm,comments
P000980,87,,blank,,48,Мужской,Жилец,
P000981,87,,blank,,55,Мужской,Жилец,
P000982,87,,blank,,51,Мужской,Жилец,
P000983,87,,blank,,48,Мужской,Жилец,
P000984,87,,blank,,36,Мужской,Жилец,
P000986,87,,blank,,39,Мужской,Жилец,
P000987,87,,blank,,26,Мужской,Жилец,
P000988,87,,blank,,38,Мужской,Хозяин,
P000990,87,,blank,,33,Мужской,Жилец,
P000992,88,,blank,,26,Женский,Жена,
P000995,88,,blank,,5,Мужской,Незаконнорожденный сын,149
P001005,88,,blank,,5,Мужской,Незаконнорожденный сын,148
P001009,89,,blank,,,Мужской,Хозяин,"3-я Кирпичная. Жена, жильцы. Во Владивостоке"
P001020,89,,blank,,28,Женский,Сожительница,
P001021,89,,blank,,1,Мужской,Незаконнорожденный сын,147
P001026,90,,blank,,2,Мужской,Незаконнорожденный сын,146
P001027,90,,blank,,45,Мужской,Хозяин,"3‑я Кирпичная. Сожительница, дочери и жильцы. В Николаевске"
P001029,90,,blank,,0,Женский,Незаконнорожденная дочь,145
P001032,90,,blank,,1,Мужской,Сын,
P001036,90,,blank,,,Мужской,Хозяин,3-я Кирпичная. Жильцы. Во Владивостоке
P001038,90,,blank,,40,Женский,Жена,
P001049,91,,blank,,2,Женский,Дочь,
P001051,91,,blank,,50,Женский,Жена,
P001052,91,,blank,,33,Мужской,Жилец,
P001056,91,,blank,,48,Женский,Жена,3-я Кирпичная. Муж и жильцы
P001060,91,,blank,,35,Женский,Жена,3-я Кирпичная. Муж и дети
P001061,91,,blank,,3,Женский,Дочь,
P001062,91,,blank,,0,Мужской,Сын,
P001066,92,,blank,,43,Женский,Жена,
P001077,92,,blank,,,Мужской,Хозяин,3-я Кирпичная. Во Владивостоке
P001091,93,,blank,,4,Женский,Незаконнорожденная дочь,143
P001092,93,,blank,,3,Мужской,Незаконнорожденный сын,144
P001093,93,,blank,,2,Мужской,Незаконнорожденный сын,5
P001095,94,,blank,,30,Женский,Жена,
P001097,94,,blank,,33,Женский,Жена,
P001098,94,,blank,,5,Женский,Дочь,
P001099,94,,blank,,3,Мужской,Сын,
P001100,94,,blank,,1,Мужской,Сын,
P001102,94,,blank,,33,Женский,Жена,
P001103,94,,blank,,2,Женский,Дочь,
P001104,94,,blank,,0,Мужской,Сын,
P001106,94,,blank,,35,Женский,Жена,
P001110,94,,blank,,38,Женский,Жена,
P001111,94,,blank,,4,Мужской,Сын,
P001112,95,,blank,,0,Мужской,Сын,
P001120,95,,blank,,19,Женский,Жилица,
P001127,95,,blank,,45,Мужской,Хозяин,"4-я Кирпичная. Сожительница, сын и жильцы"
P001129,96,,blank,,2,Мужской,Незаконнорожденный сын,141
P001131,96,,blank,,38,Женский,Жена,
P001134,96,,blank,,0,Мужской,Сын,
P001139,96,,blank,,27,Мужской,Хозяин,
P001142,96,,blank,,,Мужской,Хозяин,4-я Кирпичная. Сожительница во Владивостоке
P001146,97,,blank,,5,Женский,Незаконнорожденная дочь,140
P001147,97,,blank,,37,Мужской,Хозяин,4-я Кирпичная. Сожительница и дети. В Николаевске
P001149,97,,blank,,0,Женский,Дочь,
P001152,97,,blank,,2,Женский,Дочь,
P001153,97,,blank,,1,Мужской,Сын,
P001160,97,,blank,,5,Мужской,Сын,
P001161,98,,blank,,4,Мужской,Сын,
P001162,98,,blank,,1,Мужской,Сын,
P001168,98,,blank,,8,Мужской,Сын,
P001169,98,,blank,,4,Мужской,Сын,
P001173,98,,blank,,42,Мужской,Хозяин,4-я Кирпичная. Жена и жильцы. Во Владивостоке
P001176,98,,blank,,,Мужской,Хозяин,4-я Кирпичная. В Николаевске
P001183,99,,blank,,3,Женский,Дочь,
P001184,99,,blank,,55,Мужской,Жилец,
P001189,99,,blank,,26,Женский,Жена,
P001190,99,,blank,,5,Мужской,Незаконнорожденный сын,139
P001195,100,,blank,,3,Женский,Незаконнорожденная дочь,Коробкин. 138
P001204,100,,blank,,28,Женский,Жена,
P001205,100,,blank,,,Мужской,Хозяин,"4-я Кирпичная. Сожительница, сын и жильцы. В Благовещенске"
P001207,100,,blank,,1,Мужской,Незаконнорожденный сын,137
P001210,101,,blank,,,Мужской,Хозяин,"4-я Кирпичная. Сожительница, сын и жильцы. В Николаевске, а сожительница живет с Родовым"
P001211,101,,blank,,28,Мужской,Жилец,Блинова
P001219,101,,blank,,3,Женский,Дочь,
P001226,102,,blank,,25,Женский,Сожительница,
P001232,102,,blank,,3,Мужской,Сын,
P001233,102,,blank,,,Мужской,Хозяин,5-я Кирпичная. Во Владивостоке
P001236,102,,blank,,0,Мужской,Сын,
P001237,102,,blank,,33,Мужской,Хозяин,
P001239,102,,blank,,3,Женский,Дочь,
P001240,102,,blank,,0,Мужской,Сын,
P001241,102,,blank,,26,Мужской,Жилец,В Николаевске
P001242,102,,blank,,,Мужской,Хозяин,5-я Кирпичная. В Николаевске
P001248,103,,blank,,0,Мужской,Сын,
P001262,104,,blank,,,Мужской,Хозяин,"5-я Кирпичная. Жена, жильцы. В Николаевске"
P001268,104,,blank,,,Мужской,Хозяин,5-я Кирпичная. Жильцы. Хозяин в Николаевске
P001271,104,,blank,,45,Женский,Жена,"5‑я Кирпичная. Муж, дочь"
P001275,105,,blank,,,Мужской,Хозяин,5-я Кирпичная. В Николаевске
P001279,105,,blank,,2,Мужской,Незаконнорожденный сын,136
P001281,105,,blank,,,Мужской,Хозяин,"5-я Кирпичная. Сожительница, жильцы. В Николаевске"
P001284,105,,blank,,,Мужской,Хозяин,5-я Кирпичная. В Николаевске
P001289,105,,blank,,43,Мужской,Хозяин,
P001290,105,,blank,,30,Женский,Сожительница,
P001293,106,,blank,,28,Женский,Жилица,Муж на другой квартире
P001295,106,,blank,,27,Женский,Жена,
P001298,106,,blank,,55,Мужской,Хозяин,
P001299,106,,blank,,39,Женский,Жена,
P001300,106,,blank,,25,Мужской,Жилец,
P001301,106,,blank,,20,Женский,Жена,
P001303,106,,blank,,30,Мужской,Хозяин,
P001304,106,,blank,,28,Женский,Жена,
P001305,106,,blank,,3,Женский,Дочь,
P001307,106,,blank,,30,Мужской,Жилец,
P001308,107,,blank,,27,Женский,Жена,
P001309,107,,blank,,46,Мужской,Хозяин,
P001310,107,,blank,,46,Женский,Жена,
P001311,107,,blank,,5,Женский,Дочь,
P001312,107,,blank,,1,Женский,Дочь,
P001314,107,,blank,,20,Женский,Жена,
P001315,107,,blank,,1,Мужской,Сын,
P001317,107,,blank,,37,Мужской,Жилец,
P001318,107,,blank,,37,Женский,Жена,
P001319,107,,blank,,17,Мужской,Сын,
P001320,107,,blank,,35,Мужской,Хозяин,В Николаевске по билету
P001323,107,,blank,,36,Мужской,Хозяин,
P001324,108,,blank,,36,Женский,Жена,
P001325,108,,blank,,0,Женский,Дочь,
P001328,108,,blank,,34,Женский,Жена,
P001329,108,,blank,,1,Женский,Дочь,
P001332,108,,blank,,39,Женский,Жена,
P001334,108,,blank,,6,Женский,Дочь,
P001335,108,,blank,,31,Мужской,Жилец,
P001336,108,,blank,,31,Женский,Жена,
P001337,108,,blank,,58,Мужской,Жилец,
P001338,108,,blank,,33,Мужской,Хозяин,В Николаевске по билету
P001339,109,,blank,,27,Женский,Жена,
P001342,109,,blank,,40,Женский,Сожительница,
P001343,109,,blank,,50,Мужской,Хозяин,
P001344,109,,blank,,45,Женский,Жена,
P001345,109,,blank,,10,Женский,Падчерица,135
P001346,109,,blank,,6,Женский,Дочь,
P001347,109,,blank,,3,Мужской,Сын,
P001349,109,,blank,,37,Женский,Сожительница,
P001352,109,,blank,,26,Женский,Хозяйка,
P001354,109,,blank,,27,Женский,Жена,
P001355,109,,blank,,0,Мужской,Сын,
P001357,110,,blank,,29,Мужской,Хозяин,
P001358,110,,blank,,28,Женский,Жена,
P001359,110,,blank,,4,Женский,Дочь,
P001360,110,,blank,,4,Женский,Дочь,
P001361,110,,blank,,33,Мужской,Жилец,
P001362,110,,blank,,7,Женский,Дочь,
P001363,110,,blank,,22,Мужской,Хозяин,
P001364,110,,blank,,21,Женский,Жена,
P001365,110,,blank,,4,Женский,Дочь,
P001366,110,,blank,,2,Женский,Дочь,
P001368,110,,blank,,35,Женский,Жена,
P001370,110,,blank,,33,Женский,Сожительница,сожительствует
P001371,110,,blank,,17,Женский,Дочь,От законной жены.6
P001372,111,,blank,,13,Женский,Дочь,От законной жены.1
P001373,111,,blank,,7,Женский,Незаконнорожденная дочь,134
P001374,111,,blank,,3,Женский,Незаконнорожденная дочь,133
P001376,111,,blank,,43,Женский,Сожительница,
P001377,111,,blank,,14,Мужской,Незаконнорожденный сын,
P001378,111,,blank,,10,Мужской,Незаконнорожденный сын,131
P001379,111,,blank,,7,Мужской,Незаконнорожденный сын,2
P001380,111,,blank,,5,Женский,Незаконнорожденная дочь,129
P001381,111,,blank,,3,Мужской,Незаконнорожденный сын,128
P001382,111,,blank,,26,Мужской,Работник,
P001385,111,,blank,,35,Женский,Жена,
P001387,111,,blank,,37,Женский,Жена,Рига
P001393,112,,blank,,31,Женский,Жена,Женат на Каре
P001394,112,,blank,,6,Мужской,Сын,
P001395,112,,blank,,3,Мужской,Сын,
P001397,112,,blank,,65,Женский,Хозяйка,Муж умер на Сахалине
P001399,112,,blank,,20,Женский,Сожительница,
P001400,112,,blank,,1,Мужской,Незаконнорожденный сын,127
P001401,112,,blank,,35,Мужской,Хозяин,пришла за мужем
P001402,112,,blank,,31,Женский,Жена,
P001403,112,,blank,,3,Мужской,Сын,
P001404,112,,blank,,1,Мужской,Сын,
P001405,113,,blank,,43,Женский,Хозяйка,
P001407,113,,blank,,26,Женский,Жилица,Живет отдельно от мужа
P001410,113,,blank,,37,Мужской,Брат,
P001411,113,,blank,,25,Женский,Сожительница,
P001412,113,,blank,,40,Женский,Сожительница,
P001414,113,,blank,,50,Женский,Сожительница,
P001416,113,,blank,,26,Женский,Сожительница,
P001418,113,,blank,,40,Женский,Сожительница,
P001419,114,,blank,,16,Женский,Дочь,
P001422,114,,blank,,23,Мужской,Жилец,
P001423,114,,blank,,23,Женский,Жена,
P001424,114,,blank,,50,Мужской,Жилец,
P001425,114,,blank,,45,Мужской,Хозяин,
P001426,114,,blank,,38,Женский,Сожительница,
P001427,114,,blank,,30,Мужской,Жилец,
P001428,114,,blank,,27,Мужской,Хозяин,Плоцка
P001430,114,,blank,,44,Мужской,Работник,
P001431,114,,blank,,42,Женский,Жена,Плоцкая
P001435,115,,blank,,35,Женский,Жена,
P001436,115,,blank,,40,Женский,Жена,
P001437,115,,blank,,19,Женский,Дочь,
P001438,115,,blank,,14,Женский,Дочь,
P001439,115,,blank,,12,Мужской,Сын,
P001440,115,,blank,,8,Мужской,Сын,
P001441,115,,blank,,3,Женский,Дочь,
P001443,115,,blank,,41,Женский,Жена,
P001444,115,,blank,,13,Женский,Дочь,
P001445,115,,blank,,11,Женский,Дочь,
P001446,115,,blank,,8,Женский,Дочь,
P001447,115,,blank,,4,Мужской,Сын,
P001448,115,,blank,,0,Женский,Дочь,
P001450,115,,blank,,56,Женский,Сожительница,
P001451,116,,blank,,46,Мужской,,
P001452,116,,blank,,11,Женский,Дочь,
P001453,116,,blank,,8,Мужской,Сын,
P001454,116,,blank,,6,Мужской,Сын,
P001455,116,,blank,,40,Мужской,Хозяин,
P001456,116,,blank,,36,Женский,Жена,
P001457,116,,blank,,10,Мужской,Незаконнорожденный сын,505. В Хабаровке
P001458,116,,blank,,6,Мужской,Незаконнорожденный сын,504
P001459,116,,blank,,4,Женский,Дочь,
