person_id,old_source_position_id,new_source_position_id,changed_fields,changed_field_count
P001369,1-02-301-1274,1-02-301-1274,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001370,1-02-301-1275,1-02-301-1275,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001371,1-02-301-1276,1-02-301-1276,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001372,1-02-301-1277,1-02-301-1277,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001373,1-02-301-1278,1-02-301-1278,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001374,1-02-301-1279,1-02-301-1279,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001375,1-02-302-1280,1-02-302-1280,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001376,1-02-302-1281,1-02-302-1281,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001377,1-02-302-1282,1-02-302-1282,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001378,1-02-302-1283,1-02-302-1283,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001379,1-02-302-1284,1-02-302-1284,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001380,1-02-302-1285,1-02-302-1285,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001381,1-02-302-1286,1-02-302-1286,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001382,1-02-302-1287,1-02-302-1287,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001383,1-02-303-1288,1-02-303-1288,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001384,1-02-303-1289,1-02-303-1289,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001385,1-02-303-1290,1-02-303-1290,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001386,1-02-304-1291,1-02-304-1291,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001387,1-02-304-1292,1-02-304-1292,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001388,1-02-304-1293,1-02-304-1293,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001389,1-02-304-1294,1-02-304-1294,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001390,1-02-305-1295,1-02-305-1295,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001391,1-02-305-1296,1-02-305-1296,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001392,1-02-306-1297,1-02-306-1297,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001393,1-02-306-1298,1-02-306-1298,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001394,1-02-306-1299,1-02-306-1299,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001395,1-02-306-1300,1-02-306-1300,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001396,1-02-306-1301,1-02-306-1301,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001397,1-02-307-1302,1-02-307-1302,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001398,1-02-307-1303,1-02-307-1303,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001399,1-02-307-1304,1-02-307-1304,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001400,1-02-307-1305,1-02-307-1305,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001401,1-02-308_(под_квартирой)-1306,1-02-308-1306,family_status_norm; household_details; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence; source_position_id,10
P001402,1-02-308-1307,1-02-308-1307,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001403,1-02-308-1308,1-02-308-1308,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001404,1-02-308-1309,1-02-308-1309,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001405,1-02-309-1310,1-02-309-1310,family_status_norm; household_id; household_number; household_type; legal_status; legal_status_norm; literacy; sex; sex_evidence,9
P001406,1-02-309-1311,1-02-309-1311,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001407,1-02-309-1312,1-02-309-1312,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001408,1-02-309-1313,1-02-309-1313,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001409,1-02-310-1314,1-02-310-1314,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001410,1-02-310-1315,1-02-310-1315,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001411,1-02-310-1316,1-02-310-1316,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001412,1-02-311-1317,1-02-311-1317,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001413,1-02-312_(под_квартирой)-1318,1-02-312-1318,family_status_norm; household_details; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence; source_position_id,10
P001414,1-02-312-1319,1-02-312-1319,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001415,1-02-312-1320,1-02-312-1320,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001416,1-02-312-1321,1-02-312-1321,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001417,1-02-313-1322,1-02-313-1322,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001418,1-02-313-1323,1-02-313-1323,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001419,1-02-313-1324,1-02-313-1324,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001420,1-02-313-1325,1-02-313-1325,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001421,1-02-314-1326,1-02-314-1326,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001422,1-02-314-1327,1-02-314-1327,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001423,1-02-314-1328,1-02-314-1328,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001424,1-02-314-1329,1-02-314-1329,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001425,1-02-315-1330,1-02-315-1330,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001426,1-02-315-1331,1-02-315-1331,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001427,1-02-315-1332,1-02-315-1332,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001428,1-02-316-1333,1-02-316-1333,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001429,1-02-316-1334,1-02-316-1334,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001430,1-02-316-1335,1-02-316-1335,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001431,1-02-316-1336,1-02-316-1336,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001432,1-02-352-1337,1-02-352-1337,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001433,1-02-352_участков-1338,1-02-352-1338,family_status_norm; household_details; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence; source_position_id,10
P001434,1-03-001-0001,1-03-001-0001,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001435,1-03-001-0002,1-03-001-0002,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001436,1-03-001-0003,1-03-001-0003,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001437,1-03-001-0004,1-03-001-0004,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001438,1-03-001-0005,1-03-001-0005,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001439,1-03-001-0006,1-03-001-0006,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001440,1-03-001-0007,1-03-001-0007,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001441,1-03-001-0008,1-03-001-0008,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001442,1-03-002-0009,1-03-002-0009,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001443,1-03-002-0010,1-03-002-0010,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001444,1-03-002-0011,1-03-002-0011,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001445,1-03-002-0012,1-03-002-0012,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001446,1-03-002-0013,1-03-002-0013,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001447,1-03-002-0014,1-03-002-0014,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001448,1-03-002-0015,1-03-002-0015,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
