person_id,page_number,marriage_status,marriage_status_norm,living_alone_status,comments_before,comments_after
P002646,189,женат на Сахалине,Женат на Сахалине,,,
P002648,189,женат на Сахалине,Женат на Сахалине,,,
P002649,189,женат на Сахалине,Женат на Сахалине,,,
P002650,189,холост,Холост,,,
P002651,189,женат на родине,Женат на родине,,Муж на Сахалине,Муж на Сахалине
P002653,189,холост,Холост,,,
P002654,189,холост,Холост,,,
P002655,189,вдов,Вдов,,,
P002656,189,холост,Холост,,,
P002657,190,женат на родине,Женат на родине,,,
P002658,190,холост,Холост,,,
P002663,190,холост,Холост,,,
P002664,190,женат на родине,Женат на родине,,,
P002665,190,женат на родине,Женат на родине,,,
P002666,190,женат на родине,Женат на родине,,,
P002667,190,женат на родине,Женат на родине,,,
P002668,190,женат на родине,Женат на родине,,,
P002669,190,женат на родине,Женат на родине,,,
P002670,190,холост,Холост,,,
P002671,190,холост,Холост,,,
P002672,190,холост,Холост,,,
P002673,190,вдов. одинок,Вдов,Одинок,,
P002674,190,холост,Холост,,,
P002675,191,женат на родине,Женат на родине,,,
P002676,191,женат на родине,Женат на родине,,,
P002677,191,холост,Холост,,,
P002678,191,женат на родине,Женат на родине,,,
P002679,191,вдов,Вдов,,,
P002680,191,холост. одинок,Холост,Одинок,,
P002681,191,вдов. одинок,Вдов,Одинок,,
P002682,191,холост. одинока,Холост,Одинок,,
P002683,191,вдов. одинока,Вдов,Одинок,,
P002684,191,холост,Холост,,,
P002685,191,женат на родине,Женат на родине,,,
P002686,191,женат на родине,Женат на родине,,,
P002687,191,вдов,Вдов,,,
P002688,191,женат на родине,Женат на родине,,,
P002689,192,женат на родине,Женат на родине,,,
P002691,192,холост,Холост,,,
P002692,192,женат на родине,Женат на родине,,,
P002693,192,женат на родине. одинок,Женат на родине,Одинок,,
P002694,192,женат на родине,Женат на родине,,,
P002695,192,женат на родине,Женат на родине,,,
P002698,192,женат на родине,Женат на родине,,,
P002699,192,женат на родине,Женат на родине,,,
P002701,192,женат на родине,Женат на родине,,,
P002702,192,женат на родине,Женат на родине,,,
