person_id,page_number,marriage_status,marriage_status_norm,living_alone_status,comments_before,comments_after
P005477,366,женат на родине,Женат на родине,,,
P005478,366,холост,Холост,,,
P005480,366,холост,Холост,,В Александровском округе,В Александровском округе
P005481,366,женат на родине,Женат на родине,,,
P005482,366,женат на родине,Женат на родине,,,
P005483,366,холост,Холост,,,
P005484,366,женат на родине,Женат на родине,,,
P005485,366,женат на родине,Женат на родине,,,
P005488,367,холост,Холост,,,
P005489,367,женат на родине,Женат на родине,,,
P005490,367,холост,Холост,,,
P005491,367,вдов,Вдов,,,
P005492,367,холост,Холост,,В Александровском округе,В Александровском округе
P005493,367,холост,Холост,,,
P005494,367,женат на родине,Женат на родине,,,
P005495,367,холост,Холост,,,
P005496,367,женат на родине,Женат на родине,,,
P005497,367,женат на родине,Женат на родине,,,
P005499,367,женат на родине,Женат на родине,,,
P005502,367,холост,Холост,,,
P005505,367,холост,Холост,,,
P005506,368,женат на родине,Женат на родине,,,
P005507,368,вдов,Вдов,,,
P005508,368,холост,Холост,,,
P005510,368,холост,Холост,,В Александровском округе,В Александровском округе
P005513,368,холост,Холост,,,
P005514,368,женат на родине,Женат на родине,,,
P005515,368,холост,Холост,,,
P005517,368,женат на родине,Женат на родине,,,
P005518,368,холост,Холост,,,
P005519,368,женат на родине,Женат на родине,,,
P005520,368,холост,Холост,,,
P005521,368,холост,Холост,,В Александровском округе,В Александровском округе
P005522,368,холост,Холост,,,
P005523,368,холост,Холост,,,
P005524,368,холост,Холост,,,
P005525,368,женат на родине,Женат на родине,,,
P005526,369,женат на родине,Женат на родине,,,
P005527,369,холост,Холост,,,
P005528,369,холост,Холост,,1. В Александровске,1. В Александровске
P005529,369,холост,Холост,,,
P005530,369,холост,Холост,,,
P005531,369,женат на родине,Женат на родине,,,
P005533,369,женат на родине,Женат на родине,,,
P005535,369,женат на родине,Женат на родине,,,
P005538,369,женат на родине,Женат на родине,,,
P005539,369,женат на родине,Женат на родине,,,
P005540,369,женат на родине,Женат на родине,,,
P005543,369,женат на родине,Женат на родине,,,
P005544,370,вдов,Вдов,,,
P005545,370,холост,Холост,,,
P005546,370,женат на родине,Женат на родине,,В Александровске,В Александровске
P005547,370,холост,Холост,,,
P005548,370,женат на родине,Женат на родине,,В Александровске,В Александровске
P005549,370,женат на родине,Женат на родине,,,
P005550,370,женат на родине,Женат на родине,,,
P005551,370,женат на родине,Женат на родине,,,
P005552,370,холост,Холост,,,
P005554,370,холост,Холост,,,
P005555,370,холост,Холост,,,
P005556,370,женат на родине,Женат на родине,,,
P005557,370,холост,Холост,,В Александровске,В Александровске
P005558,370,женат на родине,Женат на родине,,,
P005559,370,холост,Холост,,,
P005560,370,холост,Холост,,,
P005561,370,холост,Холост,,,
P005565,371,холост,Холост,,,
P005566,371,женат на родине,Женат на родине,,,
P005568,371,женат на родине,Женат на родине,,,
P005569,371,женат на родине,Женат на родине,,,
P005573,371,холост,Холост,,,
P005574,371,женат на родине,Женат на родине,,,
P005575,371,женат на родине,Женат на родине,,,
P005576,371,женат на родине,Женат на родине,,,
P005577,371,женат на родине,Женат на родине,,,
P005578,371,вдов,Вдов,,,
P005579,371,холост,Холост,,,
P005580,371,холост,Холост,,,
P005581,371,холост,Холост,,,
P005582,372,холост,Холост,,,
P005583,372,женат на родине,Женат на родине,,В Александровске,В Александровске
P005584,372,женат на родине,Женат на родине,,,
P005586,372,женат на родине,Женат на родине,,2,2
P005587,372,женат на родине,Женат на родине,,3,3
P005588,372,холост,Холост,,4,4
P005589,372,холост,Холост,,5,5
P005590,372,холост,Холост,,6,6
P005592,372,женат на родине,Женат на родине,,8,8
P005593,372,женат на родине. одинок,Женат на родине,Одинок,9,9
P005594,372,женат на родине,Женат на родине,,10,10
P005595,372,женат на родине,Женат на родине,,11,11
P005596,373,женат на родине,Женат на родине,,12,12
P005597,373,холост,Холост,,13,13
P005598,373,холост,Холост,,,
P005599,373,вдов,Вдов,,15,15
P005600,373,женат на родине. одинок,Женат на родине,Одинок,16,16
P005601,373,женат на родине,Женат на родине,,17,17
P005602,373,вдов,Вдов,,18,18
P005606,373,холост,Холост,,22,22
P005607,373,холост,Холост,,23,23
P005610,373,женат на родине,Женат на родине,,26,26
P005611,373,холост,Холост,,27,27
P005612,373,женат на родине. одинок,Женат на родине,Одинок,28,28
P005613,374,холост,Холост,,29,29
P005614,374,вдов,Вдов,,30,30
P005615,374,женат на родине,Женат на родине,,31,31
P005616,374,женат на родине,Женат на родине,,32,32
P005617,374,женат на родине,Женат на родине,,1,1
P005618,374,вдов,Вдов,,34,34
P005619,374,женат на родине,Женат на родине,,В бегах.2,В бегах.2
P005620,374,женат на родине,Женат на родине,,4,4
P005621,374,женат на родине,Женат на родине,,5,5
P005622,374,женат на родине,Женат на родине,,6,6
P005624,374,холост,Холост,,41,41
P005625,374,женат на родине,Женат на родине,,42,42
P005626,374,женат на родине,Женат на родине,,43,43
P005632,375,женат на родине,Женат на родине,,49,49
P005633,375,женат на родине,Женат на родине,,50,50
P005634,375,холост,Холост,,51,51
P005635,375,вдов,Вдов,,Жена умерла на Сахалине,Жена умерла на Сахалине
P005638,375,холост,Холост,,55,55
P005639,375,женат на родине,Женат на родине,,56,56
P005642,375,женат на родине,Женат на родине,,59,59
P005643,375,женат на родине,Женат на родине,,60,60
P005648,376,женат на родине,Женат на родине,,65,65
P005649,376,женат на родине,Женат на родине,,66,66
P005652,376,женат на родине,Женат на родине,,72,72
P005653,376,вдов,Вдов,,73,73
P005654,376,вдов,Вдов,,74,74
P005655,376,вдов,Вдов,,75,75
P005657,376,холост,Холост,,4,4
P005658,376,женат на Сахалине,Женат на Сахалине,,78,78
P005659,376,женат на Сахалине,Женат на Сахалине,,79,79
P005661,376,холост,Холост,,81,81
P005662,377,женат на родине. одинок,Женат на родине,Одинок,82,82
P005663,377,вдов,Вдов,,,
P005664,377,вдов,Вдов,,84,84
P005668,377,холост,Холост,,88,88
P005669,377,женат на родине,Женат на родине,,89,89
P005670,377,женат на родине,Женат на родине,,90,90
P005671,377,женат на родине,Женат на родине,,95,95
P005672,377,женат на родине,Женат на родине,,96,96
P005673,377,холост,Холост,,Во Владивостоке,Во Владивостоке
P005675,377,женат на родине,Женат на родине,,,
P005676,377,женат на родине,Женат на родине,,103,103
P005678,378,холост,Холост,,105,105
P005679,378,холост,Холост,,106,106
P005680,378,женат на родине,Женат на родине,,107,107
P005681,378,женат на родине,Женат на родине,,108,108
P005683,378,женат на родине,Женат на родине,,,
P005684,378,женат на родине,Женат на родине,,111,111
P005690,378,женат на родине,Женат на родине,,117,117
P005691,378,женат на родине,Женат на родине,,118,118
P005692,378,женат на родине,Женат на родине,,119,119
P005693,378,женат на родине,Женат на родине,,120,120
P005700,379,женат на Сахалине,Женат на Сахалине,,1,1
P005701,379,женат на Сахалине,Женат на Сахалине,,Отец на Сахалине.2,Отец на Сахалине.2
P005703,379,женат на родине. одинок,Женат на родине,Одинок,130,130
P005704,379,женат на родине,Женат на родине,,131,131
P005705,379,женат на родине,Женат на родине,,132,132
P005708,379,женат на Сахалине,Женат на Сахалине,,135,135
P005709,379,женат на Сахалине,Женат на Сахалине,,136,136
P005712,379,женат на родине,Женат на родине,,5,5
P005713,380,женат на родине,Женат на родине,,1,1
P005714,380,женат на родине,Женат на родине,,2,2
P005715,380,женат на родине,Женат на родине,,3,3
P005720,380,женат на родине,Женат на родине,,147,147
P005721,380,вдов,Вдов,,148,148
P005722,380,женат на родине,Женат на родине,,149,149
P005723,380,женат на родине,Женат на родине,,150,150
P005725,380,женат на родине. одинок,Женат на родине,Одинок,,
P005727,380,женат на родине,Женат на родине,,154,154
P005728,381,женат на родине,Женат на родине,,155,155
P005730,381,женат на родине,Женат на родине,,157,157
P005731,381,вдов,Вдов,,158,158
P005732,381,женат на родине. одинок,Женат на родине,Одинок,159,159
P005733,381,женат на родине. одинок,Женат на родине,Одинок,160,160
P005734,381,женат на родине,Женат на родине,,161,161
P005735,381,женат на родине. одинок,Женат на родине,Одинок,162,162
P005736,381,женат на родине,Женат на родине,,163,163
P005737,381,женат на родине,Женат на родине,,164,164
P005738,381,холост,Холост,,165,165
P005741,381,женат на родине,Женат на родине,,168,168
P005743,381,женат на родине,Женат на родине,,170,170
P005744,381,женат на родине,Женат на родине,,171,171
P005745,382,вдов. одинок,Вдов,Одинок,172,172
P005746,382,женат на родине. одинок,Женат на родине,Одинок,173,173
P005747,382,женат на родине,Женат на родине,,174,174
P005748,382,холост,Холост,,175,175
P005749,382,женат на родине,Женат на родине,,176,176
P005752,382,холост,Холост,,179,179
P005753,382,вдов,Вдов,,180,180
P005755,382,холост,Холост,,182,182
P005756,382,холост,Холост,,183,183
P005757,382,вдов,Вдов,,184,184
P005758,382,женат на Сахалине. холост,Женат на Сахалине,,185,185
P005759,382,женат на Сахалине,Женат на Сахалине,,186,186
P005760,382,женат на родине. одинок,Женат на родине,Одинок,187,187
P005761,383,вдов,Вдов,,188,188
P005762,383,женат на родине. одинок,Женат на родине,Одинок,1,1
P005763,383,холост,Холост,,,
P005764,383,холост,Холост,,,
P005765,383,женат на родине,Женат на родине,,В Александровском округе,В Александровском округе
P005766,383,холост,Холост,,,
P005767,383,холост,Холост,,,
P005768,383,женат на родине,Женат на родине,,,
P005769,383,женат на родине,Женат на родине,,,
P005770,383,холост,Холост,,,
P005771,383,женат на родине,Женат на родине,,,
P005772,383,женат на родине,Женат на родине,,,
P005773,383,холост,Холост,,,
P005775,383,женат на родине,Женат на родине,,,
P005776,383,женат на родине,Женат на родине,,,
P005777,383,холост,Холост,,,
P005778,383,холост,Холост,,,
P005779,384,холост,Холост,,,
P005780,384,женат на родине,Женат на родине,,,
P005781,384,холост,Холост,,,
P005782,384,женат на родине,Женат на родине,,,
P005784,384,вдов,Вдов,,,
P005785,384,женат на родине,Женат на родине,,,
P005786,384,женат на родине,Женат на родине,,,
P005787,384,холост,Холост,,,
P005788,384,холост,Холост,,,
P005789,384,холост,Холост,,,
P005790,384,холост,Холост,,,
P005791,384,женат на родине,Женат на родине,,,
P005792,384,женат на родине,Женат на родине,,,
P005793,384,женат на родине,Женат на родине,,,
P005794,384,женат на родине,Женат на родине,,,
P005795,384,холост,Холост,,,
P005796,384,вдов,Вдов,,,
P005797,385,холост,Холост,,В Александровском округе.1,В Александровском округе.1
P005798,385,женат на родине,Женат на родине,,,
P005799,385,женат на родине,Женат на родине,,,
P005801,385,холост,Холост,,,
P005802,385,женат на родине,Женат на родине,,,
P005803,385,холост,Холост,,,
P005804,385,вдов,Вдов,,,
P005806,385,холост,Холост,,,
P005807,385,холост,Холост,,,
P005808,385,вдов,Вдов,,,
P005809,385,холост,Холост,,В Александровском округе.12,В Александровском округе.12
P005810,385,женат на родине,Женат на родине,,,
P005811,385,холост,Холост,,,
P005812,385,холост,Холост,,,
P005813,385,холост,Холост,,,
P005814,386,вдов,Вдов,,,
P005815,386,холост,Холост,,,
P005816,386,вдов,Вдов,,,
P005817,386,вдов,Вдов,,,
P005818,386,холост,Холост,,,
P005819,386,женат на родине,Женат на родине,,,
P005822,386,женат на родине,Женат на родине,,,
P005823,386,женат на родине,Женат на родине,,,
P005824,386,женат на родине,Женат на родине,,,
P005825,386,холост,Холост,,,
P005826,386,женат на родине,Женат на родине,,,
P005827,386,женат на родине,Женат на родине,,,
P005828,386,холост,Холост,,,
P005829,386,женат на родине,Женат на родине,,,
P005830,387,женат на родине,Женат на родине,,,
P005831,387,вдов,Вдов,,,
P005832,387,женат на родине,Женат на родине,,,
P005833,387,холост,Холост,,,
P005834,387,женат на родине,Женат на родине,,,
P005835,387,женат на родине,Женат на родине,,,
P005837,387,холост,Холост,,,
P005839,387,женат на родине,Женат на родине,,,
P005840,387,женат на родине,Женат на родине,,,
P005841,387,женат на родине,Женат на родине,,,
P005843,387,женат на родине,Женат на родине,,,
P005845,387,женат на родине,Женат на родине,,,
P005847,387,женат на родине,Женат на родине,,,
P005848,388,женат на родине,Женат на родине,,,
P005850,388,холост,Холост,,,
P005851,388,женат на родине,Женат на родине,,,
P005852,388,женат на родине,Женат на родине,,,
P005853,388,холост,Холост,,,
P005854,388,холост,Холост,,,
P005855,388,холост,Холост,,,
P005856,388,холост,Холост,,,
P005857,388,холост,Холост,,,
P005860,388,холост,Холост,,,
P005861,388,женат на родине,Женат на родине,,,
P005862,388,вдов,Вдов,,,
P005863,388,женат на родине,Женат на родине,,,
P005864,388,женат на родине,Женат на родине,,,
P005865,388,женат на родине,Женат на родине,,,
P005866,389,женат на родине,Женат на родине,,,
P005867,389,женат на родине,Женат на родине,,,
P005869,389,холост,Холост,,,
P005870,389,женат на родине,Женат на родине,,,
P005871,389,женат на родине,Женат на родине,,,
P005873,389,вдов,Вдов,,,
P005874,389,вдов,Вдов,,,
P005875,389,женат на родине,Женат на родине,,,
P005876,389,вдов,Вдов,,,
P005877,389,вдов,Вдов,,,
P005878,389,женат на родине,Женат на родине,,,
P005879,389,женат на родине,Женат на родине,,,
P005882,389,женат на родине,Женат на родине,,,
P005883,390,женат на родине,Женат на родине,,,
P005885,390,холост,Холост,,,
P005886,390,холост,Холост,,,
P005887,390,женат на родине,Женат на родине,,,
P005888,390,женат на родине,Женат на родине,,,
P005889,390,холост,Холост,,,
P005890,390,холост,Холост,,,
P005893,390,женат на родине,Женат на родине,,,
P005894,390,женат на родине,Женат на родине,,,
P005896,390,женат на родине,Женат на родине,,,
P005897,390,женат на родине,Женат на родине,,,
P005900,391,женат на родине,Женат на родине,,,
P005901,391,женат на родине,Женат на родине,,,
P005903,391,женат на родине,Женат на родине,,,
P005906,391,женат на родине,Женат на родине,,,
P005907,391,женат на родине,Женат на родине,,,
P005908,391,холост,Холост,,,
P005910,391,холост,Холост,,В Александровском округе,В Александровском округе
P005911,391,женат на родине,Женат на родине,,В бегах,В бегах
P005912,391,женат на родине,Женат на родине,,,
P005913,391,холост,Холост,,,
P005914,391,холост,Холост,,,
P005915,391,женат на родине,Женат на родине,,,
P005916,391,женат на родине,Женат на родине,,,
P005917,392,холост,Холост,,,
P005918,392,холост,Холост,,,
P005921,392,холост,Холост,,,
P005922,392,женат на родине,Женат на родине,,,
P005923,392,холост,Холост,,В Александровском округе,В Александровском округе
P005924,392,холост,Холост,,,
P005925,392,женат на родине,Женат на родине,,,
P005926,392,женат на родине,Женат на родине,,,
P005927,392,женат на родине,Женат на родине,,,
P005930,392,женат на родине,Женат на родине,,,
P005932,392,женат на родине,Женат на родине,,,
P005933,392,вдов,Вдов,,,
P005936,393,холост,Холост,,,
P005937,393,холост,Холост,,,
P005938,393,вдов,Вдов,,,
P005939,393,женат на родине,Женат на родине,,,
P005940,393,вдов,Вдов,,,
P005941,393,холост,Холост,,,
P005942,393,женат на родине,Женат на родине,,,
P005943,393,женат на родине,Женат на родине,,,
P005944,393,холост,Холост,,,
P005945,393,холост,Холост,,,
P005946,393,холост,Холост,,,
P005947,393,вдов,Вдов,,,
P005949,393,холост,Холост,,,
P005950,393,холост,Холост,,,
P005951,393,холост,Холост,,,
P005952,393,холост,Холост,,,
P005953,393,вдов,Вдов,,,
P005955,394,холост,Холост,,,
P005956,394,холост,Холост,,,
P005960,394,женат на родине,Женат на родине,,,
P005961,394,женат на родине,Женат на родине,,,
P005964,394,холост,Холост,,,
P005965,394,холост,Холост,,,
P005966,394,холост,Холост,,,
P005967,394,женат на Сахалине,Женат на Сахалине,,,
P005968,394,холост,Холост,,,
P005969,394,женат на родине,Женат на родине,,,
P005971,394,вдов,Вдов,,,
P005972,394,женат на родине,Женат на родине,,,
P005975,395,женат на родине,Женат на родине,,,
P005977,395,женат на родине,Женат на родине,,,
P005978,395,женат на родине,Женат на родине,,,
P005981,395,холост,Холост,,,
P005985,395,холост,Холост,,,
P005986,395,холост,Холост,,,
P005987,395,холост,Холост,,,
P005988,395,женат на родине,Женат на родине,,,
P005989,395,вдов,Вдов,,,
P005991,395,женат на родине,Женат на родине,,,
P005992,395,холост,Холост,,,
P005993,395,женат на родине,Женат на родине,,,
P005994,396,женат на родине,Женат на родине,,,
P005995,396,женат на родине,Женат на родине,,,
P005996,396,холост,Холост,,,
P005997,396,вдов,Вдов,,,
P005999,396,женат на родине,Женат на родине,,,
P006000,396,женат на родине,Женат на родине,,,
P006003,396,холост,Холост,,,
P006004,396,женат на родине,Женат на родине,,,
P006005,396,женат на родине,Женат на родине,,,
P006009,396,холост,Холост,,,
P006010,396,женат на родине,Женат на родине,,,
P006011,397,женат на родине,Женат на родине,,,
P006014,397,женат на родине,Женат на родине,,,
P006015,397,холост,Холост,,,
P006016,397,женат на родине,Женат на родине,,,
P006017,397,женат на родине,Женат на родине,,В Александровском округе,В Александровском округе
P006018,397,холост,Холост,,В Александровском округе,В Александровском округе
P006019,397,женат на родине,Женат на родине,,В Рыковском в богадельне,В Рыковском в богадельне
P006020,397,женат на родине,Женат на родине,,,
P006021,397,холост,Холост,,В Александровском округе,В Александровском округе
P006022,397,холост,Холост,,,
P006023,397,холост,Холост,,В Александровском округе,В Александровском округе
P006024,397,холост,Холост,,В Рыкове,В Рыкове
P006025,397,холост,Холост,,,
P006026,397,холост,Холост,,В Александровском округе,В Александровском округе
P006027,397,холост,Холост,,,
P006028,397,холост,Холост,,В Александровском округе,В Александровском округе
P006029,397,женат на родине,Женат на родине,,,
P006030,398,холост,Холост,,,
P006031,398,холост,Холост,,,
P006032,398,холост,Холост,,,
P006033,398,холост,Холост,,,
P006034,398,женат на родине,Женат на родине,,,
P006035,398,женат на родине,Женат на родине,,,
P006038,398,женат на родине,Женат на родине,,,
P006039,398,холост,Холост,,,
P006040,398,холост,Холост,,,
P006041,398,холост,Холост,,В Александровском округе.2,В Александровском округе.2
P006042,398,холост,Холост,,В Александровском округе,В Александровском округе
P006043,398,женат на родине,Женат на родине,,,
P006044,398,женат на родине,Женат на родине,,В Александровском округе.4,В Александровском округе.4
P006046,398,холост,Холост,,В Александровском округе,В Александровском округе
P006048,399,женат на родине,Женат на родине,,В Александровском округе,В Александровском округе
P006049,399,холост,Холост,,,
P006050,399,женат на родине,Женат на родине,,,
P006051,399,женат на родине,Женат на родине,,,
P006052,399,холост,Холост,,,
P006053,399,холост,Холост,,,
P006055,399,холост,Холост,,,
P006056,399,холост,Холост,,,
P006057,399,вдов,Вдов,,,
P006058,399,женат на родине,Женат на родине,,,
P006059,399,холост,Холост,,,
P006060,399,холост,Холост,,,
P006061,399,холост,Холост,,,
P006062,399,холост,Холост,,,
P006063,399,женат на родине,Женат на родине,,,
P006064,399,женат на родине,Женат на родине,,,
P006066,400,вдов,Вдов,,,
P006067,400,вдов,Вдов,,,
P006069,400,вдов,Вдов,,,
P006070,400,вдов,Вдов,,,
P006071,400,холост,Холост,,,
P006073,400,холост,Холост,,,
P006074,400,холост,Холост,,,
P006075,400,холост,Холост,,,
P006076,400,женат на родине,Женат на родине,,,
P006077,400,холост,Холост,,,
P006078,400,холост,Холост,,,
P006079,400,женат на родине,Женат на родине,,,
P006080,400,холост,Холост,,,
P006084,401,женат на родине,Женат на родине,,,
P006085,401,женат на родине,Женат на родине,,,
P006086,401,женат на родине,Женат на родине,,,
P006087,401,женат на родине,Женат на родине,,,
P006090,401,холост,Холост,,,
P006091,401,холост,Холост,,,
P006092,401,холост,Холост,,,
P006093,401,холост,Холост,,,
P006094,401,холост,Холост,,,
P006095,401,холост,Холост,,,
P006096,401,женат на родине,Женат на родине,,,
P006097,401,женат на родине,Женат на родине,,,
P006100,401,женат на родине,Женат на родине,,,
P006101,402,женат на родине,Женат на родине,,,
P006105,402,женат на родине,Женат на родине,,,
P006106,402,женат на родине,Женат на родине,,,
P006110,402,женат на родине,Женат на родине,,,
P006111,402,женат на родине,Женат на родине,,,
P006113,402,холост,Холост,,,
P006114,402,холост,Холост,,,
P006115,402,женат на родине,Женат на родине,,,
P006116,402,женат на родине,Женат на родине,,,
P006117,402,женат на родине,Женат на родине,,,
P006118,402,женат на родине,Женат на родине,,,
P006119,403,холост,Холост,,,
P006120,403,вдов,Вдов,,,
P006123,403,женат на родине,Женат на родине,,,
P006124,403,женат на родине,Женат на родине,,,
P006165,415,женат на Сахалине,Женат на Сахалине,,,
P006166,415,женат на Сахалине,Женат на Сахалине,,,
P006167,415,холост,Холост,,,
P006168,415,женат на родине,Женат на родине,,,
P006169,415,женат на родине,Женат на родине,,,
P006170,415,холост,Холост,,,
P006171,415,женат на родине,Женат на родине,,,
P006172,415,женат на родине,Женат на родине,,,
P006175,415,женат на родине,Женат на родине,,,
P006176,415,вдов,Вдов,,,
P006177,415,женат на родине,Женат на родине,,,
P006178,415,женат на родине,Женат на родине,,,
P006180,415,вдов,Вдов,,,
P006181,416,холост,Холост,,,
P006182,416,женат на Сахалине,Женат на Сахалине,,,
P006183,416,женат на Сахалине,Женат на Сахалине,,,
P006184,416,женат на родине,Женат на родине,,,
P006185,416,женат на родине,Женат на родине,,,
P006188,416,женат на родине,Женат на родине,,,
P006189,416,холост,Холост,,,
P006190,416,женат на родине,Женат на родине,,,
P006191,416,женат на родине,Женат на родине,,,
P006192,416,женат на родине,Женат на родине,,,
P006193,416,холост,Холост,,,
P006194,416,женат на родине,Женат на родине,,,
P006195,416,холост,Холост,,,
P006196,416,вдов,Вдов,,,
P006197,416,холост,Холост,,,
P006199,417,женат на родине,Женат на родине,,,
P006200,417,женат на родине,Женат на родине,,,
P006203,417,холост,Холост,,,
P006205,417,холост,Холост,,,
P006206,417,холост,Холост,,,
P006207,417,вдов,Вдов,,,
P006208,417,женат на родине,Женат на родине,,,
P006209,417,холост,Холост,,,
P006211,417,женат на родине,Женат на родине,,,
P006212,417,женат на родине,Женат на родине,,,
P006215,417,женат на родине,Женат на родине,,,
P006216,417,вдов,Вдов,,,
P006219,418,женат на родине,Женат на родине,,,
P006220,418,женат на родине,Женат на родине,,,
P006222,418,женат на родине,Женат на родине,,,
P006223,418,женат на родине,Женат на родине,,,
P006224,418,женат на Сахалине,Женат на Сахалине,,,
P006225,418,женат на Сахалине,Женат на Сахалине,,,
P006226,418,женат на родине,Женат на родине,,,
P006230,418,женат на родине,Женат на родине,,,
P006231,418,холост,Холост,,,
P006232,418,вдов,Вдов,,,
P006234,418,женат на Сахалине,Женат на Сахалине,,,
P006235,418,женат на Сахалине,Женат на Сахалине,,,
P006236,419,женат на родине,Женат на родине,,,
P006237,419,холост,Холост,,,
P006239,419,женат на родине,Женат на родине,,,
P006240,419,женат на родине,Женат на родине,,,
P006241,419,женат на родине,Женат на родине,,,
P006242,419,холост,Холост,,,
P006243,419,холост,Холост,,,
P006244,419,женат на родине,Женат на родине,,,
P006245,419,холост,Холост,,,
P006246,419,женат на родине,Женат на родине,,,
P006247,419,женат на родине,Женат на родине,,,
P006248,419,женат на родине,Женат на родине,,,
P006250,419,холост,Холост,,,
P006251,419,женат на родине,Женат на родине,,,
P006252,420,женат на родине,Женат на родине,,,
P006253,420,женат на родине,Женат на родине,,,
P006254,420,холост,Холост,,,
P006255,420,женат на родине,Женат на родине,,,
P006256,420,женат на Сахалине,Женат на Сахалине,,,
P006257,420,женат на Сахалине,Женат на Сахалине,,,
P006258,420,женат на родине,Женат на родине,,,
P006259,420,женат на родине,Женат на родине,,,
P006260,420,вдов,Вдов,,,
P006261,420,женат на родине,Женат на родине,,,
P006262,420,женат на родине,Женат на родине,,,
P006265,420,женат на родине,Женат на родине,,,
P006266,420,холост,Холост,,,
P006267,420,женат на родине,Женат на родине,,,
P006271,421,вдов,Вдов,,,
P006272,421,женат на родине,Женат на родине,,,
P006273,421,женат на родине,Женат на родине,,,
P006275,421,холост,Холост,,,
P006276,421,женат на родине,Женат на родине,,,
P006279,421,вдов,Вдов,,,
P006280,421,женат на родине,Женат на родине,,,
P006281,421,вдов,Вдов,,,
P006282,421,холост,Холост,,,
P006283,421,женат на родине,Женат на родине,,,
P006284,421,холост,Холост,,,
P006285,421,холост,Холост,,,
P006286,422,вдов,Вдов,,,
P006288,422,холост,Холост,,,
P006289,422,женат на родине,Женат на родине,,,
P006290,422,холост,Холост,,,
P006291,422,вдов,Вдов,,,
P006292,422,женат на родине,Женат на родине,,,
P006293,422,холост,Холост,,,
P006294,422,женат на родине,Женат на родине,,,
P006295,422,женат на родине,Женат на родине,,,
P006296,422,женат на родине,Женат на родине,,,
P006297,422,женат на родине,Женат на родине,,,
P006299,422,холост,Холост,,,
P006300,422,женат на Сахалине,Женат на Сахалине,,,
P006301,422,женат на Сахалине,Женат на Сахалине,,,
P006302,423,женат на родине,Женат на родине,,,
P006303,423,женат на родине,Женат на родине,,,
P006304,423,женат на родине,Женат на родине,,,
P006305,423,женат на родине,Женат на родине,,,
P006310,423,женат на родине,Женат на родине,,,
P006311,423,женат на родине,Женат на родине,,,
P006312,423,холост,Холост,,,
P006313,423,холост,Холост,,,
P006314,423,холост,Холост,,,
P006315,423,холост,Холост,,,
P006316,423,холост,Холост,,,
P006317,424,вдов,Вдов,,,
P006319,424,холост,Холост,,,
P006320,424,женат на родине,Женат на родине,,,
P006321,424,женат на родине,Женат на родине,,,
P006322,424,вдов,Вдов,,,
P006323,424,холост,Холост,,,
P006324,424,холост,Холост,,,
P006325,424,вдов,Вдов,,,
P006327,424,холост,Холост,,,
P006328,424,холост,Холост,,,
P006329,424,холост,Холост,,,
P006330,424,холост,Холост,,,
P006331,424,холост,Холост,,,
P006332,424,вдов,Вдов,,,
P006333,424,холост,Холост,,,
P006334,424,женат на родине,Женат на родине,,,
P006335,424,вдов,Вдов,,,
P006337,425,женат на родине,Женат на родине,,,
P006338,425,холост,Холост,,,
P006339,425,холост,Холост,,,
P006340,425,холост,Холост,,,
P006341,425,холост,Холост,,,
P006342,425,женат на родине,Женат на родине,,,
P006343,425,вдов,Вдов,,,
P006344,425,женат на родине,Женат на родине,,,
P006345,425,женат на родине,Женат на родине,,,
P006346,425,холост,Холост,,,
P006347,425,вдов,Вдов,,,
P006348,425,женат на родине,Женат на родине,,,
P006349,425,женат на родине,Женат на родине,,В Мауке,В Мауке
P006350,425,женат на родине,Женат на родине,,,
P006351,425,вдов,Вдов,,,
P006352,425,женат на родине,Женат на родине,,,
P006353,425,женат на родине,Женат на родине,,,
P006354,425,холост,Холост,,,
P006355,425,холост,Холост,,,
P006356,425,вдов,Вдов,,,
P006357,426,женат на родине,Женат на родине,,,
P006358,426,женат на родине,Женат на родине,,,
P006359,426,холост,Холост,,,
P006360,426,женат на Сахалине,Женат на Сахалине,,,
P006365,426,холост,Холост,,,
P006366,426,женат на родине,Женат на родине,,,
P006367,426,холост,Холост,,,
P006368,426,холост,Холост,,,
P006369,426,холост,Холост,,,
P006370,426,холост,Холост,,В лазарете,В лазарете
P006371,426,холост,Холост,,,
P006372,426,женат на родине,Женат на родине,,,
P006373,426,женат на родине,Женат на родине,,,
P006374,427,женат на родине,Женат на родине,,,
P006375,427,холост,Холост,,,
P006376,427,холост,Холост,,,
P006378,427,женат на родине,Женат на родине,,,
P006379,427,холост,Холост,,,
P006380,427,женат на родине,Женат на родине,,,
P006381,427,холост,Холост,,,
P006382,427,вдов,Вдов,,,
P006383,427,женат на родине,Женат на родине,,,
P006384,427,вдов,Вдов,,,
P006386,427,холост,Холост,,,
P006387,427,женат на родине,Женат на родине,,,
P006388,428,холост,Холост,,,
P006389,428,вдов,Вдов,,,
P006392,428,женат на родине,Женат на родине,,,
P006393,428,женат на родине,Женат на родине,,,
P006394,428,женат на родине,Женат на родине,,,
P006395,428,женат на родине,Женат на родине,,,
P006396,428,холост,Холост,,,
P006397,428,женат на родине,Женат на родине,,,
P006398,428,женат на родине,Женат на родине,,,
P006399,428,холост,Холост,,,
P006400,428,женат на родине,Женат на родине,,,
P006401,428,холост,Холост,,,
P006402,428,холост,Холост,,,
P006403,428,женат на родине,Женат на родине,,,
